1128;3030,70;329
1129;3032,04;329
1130;3033,38;329
1131;3034,73;329
1132;3036,07;329
1133;3037,40;329
1134;3038,74;329
1135;3040,08;328
1136;3041,42;328
1137;3042,76;328
1138;3044,09;328
1139;3045,43;328
1140;3046,76;328
1141;3048,10;328
1142;3049,43;327
1143;3050,76;327
1144;3052,10;327
1145;3053,43;327
1146;3054,76;327
1147;3056,09;327
1148;3057,42;327
1149;3058,75;326
1150;3060,08;326
1151;3061,41;326
1152;3062,74;326
1153;3064,07;326
1154;3065,39;326
1155;3066,72;326
1156;3068,05;325
1157;3069,37;325
1158;3070,70;325
1159;3072,02;325
1160;3073,34;325
1161;3074,67;325
1162;3075,99;325
1163;3077,31;324
1164;3078,63;324
1165;3079,95;324
1166;3081,27;324
1167;3082,59;324
1168;3083,91;324
1169;3085,23;324
1170;3086,55;323
1171;3087,87;323
1172;3089,18;323
1173;3090,50;323
1174;3091,82;323
1175;3093,13;323
1176;3094,44;323
1177;3095,76;323
1178;3097,07;322
1179;3098,39;322
1180;3099,70;322
1181;3101,01;322
1182;3102,32;322
1183;3103,63;322
1184;3104,94;322
1185;3106,25;321
1186;3107,56;321
1187;3108,87;321
1188;3110,18;321
1189;3111,48;321
1190;3112,79;321
1191;3114,10;321
1192;3115,40;320
1193;3116,71;320
1194;3118,01;320
1195;3119,32;320
1196;3120,62;320
1197;3121,92;320
1198;3123,23;320
1199;3124,53;320
1200;3125,83;319
1201;3127,13;319
1202;3128,43;319
1203;3129,73;319
1204;3131,03;319
1205;3132,33;319
1206;3133,63;319
1207;3134,92;318
1208;3136,22;318
1209;3137,52;318
1210;3138,81;318
1211;3140,11;318
1212;3141,40;318
1213;3142,70;318
1214;3143,99;318
1215;3145,28;317
1216;3146,58;317
1217;3147,87;317
1218;3149,16;317
1219;3150,45;317
1220;3151,74;317
1221;3153,03;317
1222;3154,32;317
1223;3155,61;316
1224;3156,90;316
1225;3158,19;316
1226;3159,48;316
1227;3160,76;316
1228;3162,05;316
1229;3163,34;316
1230;3164,62;315
1231;3165,91;315
1232;3167,19;315
1233;3168,47;315
1234;3169,76;315
1235;3171,04;315
1236;3172,32;315
1237;3173,60;315
1238;3174,89;314
1239;3176,17;314
1240;3177,45;314
1241;3178,73;314
1242;3180,01;314
1243;3181,28;314
1244;3182,56;314
1245;3183,84;314
1246;3185,12;313
1247;3186,39;313
1248;3187,67;313
1249;3188,94;313
1250;3190,22;313
1251;3191,49;313
1252;3192,77;313
1253;3194,04;313
1254;3195,32;312
1255;3196,59;312
1256;3197,86;312
1257;3199,13;312
1258;3200,40;312
1259;3201,67;312
1260;3202,94;312
1261;3204,21;312
1262;3205,48;311
1263;3206,75;311
1264;3208,02;311
1265;3209,29;311
1266;3210,55;311
1267;3211,82;311
1268;3213,08;311
1269;3214,35;311
1270;3215,62;310
1271;3216,88;310
1272;3218,14;310
1273;3219,41;310
1274;3220,67;310
1275;3221,93;310
1276;3223,19;310
1277;3224,46;310
1278;3225,72;310
1279;3226,98;309
1280;3228,24;309
1281;3229,50;309
1282;3230,76;309
1283;3232,01;309
1284;3233,27;309
1285;3234,53;309
1286;3235,79;309
1287;3237,04;308
1288;3238,30;308
1289;3239,56;308
1290;3240,81;308
1291;3242,07;308
1292;3243,32;308
1293;3244,57;308
1294;3245,83;308
1295;3247,08;307
1296;3248,33;307
1297;3249,58;307
1298;3250,83;307
1299;3252,09;307
1300;3253,34;307
1301;3254,59;307
1302;3255,84;307
1303;3257,08;307
1304;3258,33;306
1305;3259,58;306
1306;3260,83;306
1307;3262,07;306
1308;3263,32;306
1309;3264,57;306
1310;3265,81;306
1311;3267,06;306
1312;3268,30;305
1313;3269,55;305
1314;3270,79;305
1315;3272,03;305
1316;3273,28;305
1317;3274,52;305
1318;3275,76;305
1319;3277,00;305
1320;3278,24;305
1321;3279,48;304
1322;3280,72;304
1323;3281,96;304
1324;3283,20;304
1325;3284,44;304
1326;3285,68;304
1327;3286,92;304
1328;3288,15;304
1329;3289,39;304
1330;3290,62;303
1331;3291,86;303
1332;3293,10;303
1333;3294,33;303
1334;3295,57;303
1335;3296,80;303
1336;3298,03;303
1337;3299,27;303
1338;3300,50;302
1339;3301,73;302
1340;3302,96;302
1341;3304,19;302
1342;3305,42;302
1343;3306,65;302
1344;3307,88;302
1345;3309,11;302
1346;3310,34;302
1347;3311,57;301
1348;3312,80;301
1349;3314,03;301
1350;3315,25;301
1351;3316,48;301
1352;3317,70;301
1353;3318,93;301
1354;3320,16;301
1355;3321,38;301
1356;3322,60;300
1357;3323,83;300
1358;3325,05;300
1359;3326,27;300
1360;3327,50;300
1361;3328,72;300
1362;3329,94;300
1363;3331,16;300
1364;3332,38;300
1365;3333,60;299
1366;3334,82;299
1367;3336,04;299
1368;3337,26;299
1369;3338,48;299
1370;3339,70;299
1371;3340,92;299
1372;3342,13;299
1373;3343,35;299
1374;3344,57;298
1375;3345,78;298
1376;3347,00;298
1377;3348,21;298
1378;3349,43;298
1379;3350,64;298
1380;3351,85;298
1381;3353,07;298
1382;3354,28;298
1383;3355,49;298
1384;3356,70;297
1385;3357,91;297
1386;3359,13;297
1387;3360,34;297
1388;3361,55;297
1389;3362,76;297
1390;3363,96;297
1391;3365,17;297
1392;3366,38;297
1393;3367,59;296
1394;3368,80;296
1395;3370,00;296
1396;3371,21;296
1397;3372,42;296
1398;3373,62;296
1399;3374,83;296
1400;3376,03;296
1401;3377,24;296
1402;3378,44;295
1403;3379,64;295
1404;3380,85;295
1405;3382,05;295
1406;3383,25;295
1407;3384,45;295
1408;3385,66;295
1409;3386,86;295
1410;3388,06;295
1411;3389,26;295
1412;3390,46;294
1413;3391,66;294
1414;3392,86;294
1415;3394,05;294
1416;3395,25;294
1417;3396,45;294
1418;3397,65;294
1419;3398,84;294
1420;3400,04;294
1421;3401,24;294
1422;3402,43;293
1423;3403,63;293
1424;3404,82;293
1425;3406,02;293
1426;3407,21;293
1427;3408,40;293
1428;3409,60;293
1429;3410,79;293
1430;3411,98;293
1431;3413,17;292
1432;3414,36;292
1433;3415,55;292
1434;3416,75;292
1435;3417,94;292
1436;3419,13;292
1437;3420,31;292
1438;3421,50;292
1439;3422,69;292
1440;3423,88;292
1441;3425,07;291
1442;3426,25;291
1443;3427,44;291
1444;3428,63;291
1445;3429,81;291
1446;3431,00;291
1447;3432,18;291
1448;3433,37;291
1449;3434,55;291
1450;3435,74;291
1451;3436,92;290
1452;3438,10;290
1453;3439,29;290
1454;3440,47;290
1455;3441,65;290
1456;3442,83;290
1457;3444,01;290
1458;3445,19;290
1459;3446,37;290
1460;3447,55;290
1461;3448,73;289
1462;3449,91;289
1463;3451,09;289
1464;3452,27;289
1465;3453,45;289
1466;3454,63;289
1467;3455,80;289
1468;3456,98;289
1469;3458,16;289
1470;3459,33;289
1471;3460,51;288
1472;3461,68;288
1473;3462,86;288
1474;3464,03;288
1475;3465,20;288
1476;3466,38;288
1477;3467,55;288
1478;3468,72;288
1479;3469,90;288
1480;3471,07;288
1481;3472,24;287
1482;3473,41;287
1483;3474,58;287
1484;3475,75;287
1485;3476,92;287
1486;3478,09;287
1487;3479,26;287
1488;3480,43;287
1489;3481,60;287
1490;3482,77;287
1491;3483,93;287
1492;3485,10;286
1493;3486,27;286
1494;3487,43;286
1495;3488,60;286
1496;3489,76;286
1497;3490,93;286
1498;3492,09;286
1499;3493,26;286
